tool_id,name,taaft_tool_url,external_website,tag_primary,tags_secondary,description,pricing,pricing_min_monthly_usd,country,released,released_iso,rating,reviews_count,saves_or_votes,source_task_url,source_task_name,all_source_task_urls,scraped_at_iso
a6f1032fa80e2aa1,"9,79075.0",https://theresanaiforthat.com/ai/hooktide?ref=featured,,⚖️ Legal,"Released; 13d ago; From $79/mo; 9,79075.0; 9,790; 75.0",,From $79/mo 9,79,,Released 13d ago From $79/mo 9,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal,2026-02-20T04:11:20.547Z
76a6315d7f52c0b7,"9,81145.0",https://theresanaiforthat.com/ai/raghim-ai,https://base44.pxf.io/c/6540453/2477538/25619?trafcat=hp,Commercial law advice1 0,"🇨🇲 Cameroon; 🇨🇲; Cameroon; Released; 1mo ago; #10 in Trending; 9,81145.0; 9,811; 46,244 AI tools for; AI tools; 11,366 tasks; tasks; and 5,192 jobs; jobs; Sponsor; Base44 💻 Vibe coding; 💻 Vibe coding; 56,115; ⌘ + K; + K; Search⌘ + K; Search; 9,82745.0; 9,827; 9,83645.0; 9,836; 9,83945.0; 9,839","Raghim AI is an enterprise-grade, privacy-first chatbot platform designed for organizations requiring total data sovereignty. Unlike cloud-based assistants, Raghim offers a self-hosted, Docker-based deployment that keeps sensitive data, document processing, and SQL queries entirely within your own i...",Free mode Personal Work Creativity Random Deals Search ⌘ + K Log in Sign up,0,,Released 1mo ago #10 in Trending 9,2001-01-07,0,,,https://theresanaiforthat.com/task/commercial-law-advice,Commercial law advice1 0,https://theresanaiforthat.com/task/commercial-law-advice; https://theresanaiforthat.com/task/litigation-advice; https://theresanaiforthat.com/task/real-estate-legal-advice; https://theresanaiforthat.com/task/tech-legal-advice,2026-02-20T04:58:39.913Z
16731c0299ad858b,Abogado - Lawyer,https://theresanaiforthat.com/gpt/abogado-lawyer,https://chat.openai.com/g/g-2p6F29OV1-abogado-lawyer?ref=taaft,Legal advice,Abogado - Lawyer,,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
d2373b603da31123,"Abstra 2,148",https://theresanaiforthat.com/ai/abstra,,⚖️ Legal,Go to 💼 Business; 💼; 📢 Marketing (2256); 📢; Marketing; (2256); 🔍 Industries (882); 📢 Marketing (2258); (2258); 🔍 Industries (884); 🔍 Industries (883),,,,,,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
674260026c851989,Accordio AI,https://theresanaiforthat.com/ai/accordio-ai,https://base44.pxf.io/c/6540453/2477538/25619?trafcat=hp,⚖️ Legal,"Accordio AI; 🔒 Privacy policy drafting (5); 🔒; Privacy policy drafting; (5); Robot Lawyer 15,449; Robot Lawyer; Spellbook 14,028; Spellbook; Jan 23, 2026; 46,250 AI tools for; AI tools; 11,366 tasks; tasks; and 5,192 jobs; jobs; Sponsor; Base44 💻 Vibe coding; 💻 Vibe coding; 229,410; ⌘ + K; + K; Search⌘ + K; Search","Accordio AI is a tool designed to streamline and automate paperwork tasks for freelancers. By describing a project once, users can generate proposals, contracts, and invoices using the platform, which are then ready for clients to review and sign. The software is intended to save time, eliminate fee...",Free mode Personal Work Creativity Random Deals Search ⌘ + K Log in Sign up,0,and ensuring they're up-to-date across a,,,5,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/legal-drafting,2026-02-20T04:22:13.652Z
bcef3574373ebf0a,"Activepieces 3,503",https://theresanaiforthat.com/ai/activepieces,,⚖️ Legal,Go to 💼 Business; 💼; 📢 Marketing (2256); 📢; Marketing; (2256); 🔍 Industries (882); 📢 Marketing (2258); (2258); 🔍 Industries (884); 🔍 Industries (883),,,,,,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
f962cdd3406de0e5,Added Matter 159,https://theresanaiforthat.com/ai/added-matter,,✒️ Patents,"🔬 Patent analysis (7); 🔬; Patent analysis; (7); Edge 3,376; Edge; Solve Intelligence 2,948; Solve Intelligence",,,,,,,3,,,https://theresanaiforthat.com/task/patents,✒️ Patents,https://theresanaiforthat.com/task/patents,2026-02-20T04:14:47.434Z
54743d25e141eaea,AdvogadoGPT,https://theresanaiforthat.com/gpt/advogadogpt,https://chat.openai.com/g/g-bVNQeCkWC-advogadogpt?ref=taaft,Legal advice,AdvogadoGPT,,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
588e65189ba082dd,Aerial 761,https://theresanaiforthat.com/ai/aerial,,🔍 Legal documents review,"Luminance 1,545; Luminance; LawBotica 1,170; LawBotica; DocuEase 1,121; DocuEase; Legal Eagle 808; Legal Eagle",,,,,,,1,,,https://theresanaiforthat.com/task/legal-documents-review,🔍 Legal documents review,https://theresanaiforthat.com/task/legal-documents-review,2026-02-20T04:24:40.418Z
7dec42a8755b028d,AI Agents,https://theresanaiforthat.com/ai/rainex-ai-agents?fid=2475,https://rainex.io/ai-agents?ref=taaft_feat,✒️ Patents,AI Agents,,,,,,,,,,https://theresanaiforthat.com/task/patents,✒️ Patents,https://theresanaiforthat.com/task/patents,2026-02-20T04:14:47.434Z
eab8cddc80bc2def,"AI Agents 2,224",https://theresanaiforthat.com/ai/rainex-ai-agents,,⚖️ Legal,Go to 💼 Business; 💼; 📢 Marketing (2256); 📢; Marketing; (2256); 🔍 Industries (882); 📢 Marketing (2258); (2258); 🔍 Industries (884); 🔍 Industries (883),,,,,,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
c7522975116b7c05,AI Juris Consultant,https://theresanaiforthat.com/gpt/ai-juris-consultant,https://chat.openai.com/g/g-DorBNapf4-ai-juris-consultant?ref=taaft,Legal advice,AI Juris Consultant,,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:46.618Z
96c7d8850d6857c8,AI Lawyer 472,https://theresanaiforthat.com/gpt/ai-lawyer-1703261186,,📝Contract reviews34,"Go to 📚 Legal advice; 📚; 📝 Contract reviews (34); 📝; Contract reviews; (34); 💸 Bankruptcy (2); 💸; Bankruptcy; (2); AI Lawyer 22,740; AI Lawyer; Harvey 14,316; Harvey; Donotpay 9,070; Donotpay; Go Legal AI 5,072; Go Legal AI; AI Lawyer 22,747; Harvey 14,323; Donotpay 9,072; Go Legal AI 5,074",,,,,,,2,,,https://theresanaiforthat.com/task/contract-reviews,📝Contract reviews34,https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
6feab33d284f1b90,AI Legal Aid,https://theresanaiforthat.com/gpt/ai-legal-aid,https://chat.openai.com/g/g-HZw4cfrEM-ai-legal-aid?ref=taaft,Legal advice,AI Legal Aid,,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:46.618Z
37e6474b8e0da15b,AICosts.ai,https://theresanaiforthat.com/ai/aicosts-ai?fid=2407&ref=featured,https://www.aicosts.ai/?ref=taaft_feat,⚖️ Legal,AICosts.ai,,,,,,,,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/commercial-law-advice; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/corporate-law-advice; https://theresanaiforthat.com/task/employment-law-advice; https://theresanaiforthat.com/task/international-legal-advice; https://theresanaiforthat.com/task/lawyer-recommendations; https://theresanaiforthat.com/task/legal-advice; https://theresanaiforthat.com/task/legal-marketing-advice; https://theresanaiforthat.com/task/litigation-advice; https://theresanaiforthat.com/task/parking-ticket-appeals; https://theresanaiforthat.com/task/property-advice; https://theresanaiforthat.com/task/real-estate-legal-advice; https://theresanaiforthat.com/task/tech-legal-advice,2026-02-20T04:57:51.048Z
7114a8d2fc606662,"AIjudge 2,969",https://theresanaiforthat.com/ai/aijudge,https://base44.pxf.io/c/6540453/2477538/25619?trafcat=hp,⚖️ Legal verdicts,"AIjudge 2,969; AIjudge; KlimaatzaakGPT 188; KlimaatzaakGPT; Judiktor 152; Judiktor; 46,214 AI tools for; AI tools; 11,365 tasks; tasks; and 5,192 jobs; jobs; Sponsor; Base44 💻 Vibe coding; 💻 Vibe coding; 639,773; ⌘ + K; + K; Search⌘ + K; Search","AI Judge is a tool crafted to complement traditional legal channels by offering an alternative, efficient approach to resolve disputes. This AI-powered platform operates by following a structured process. The first step involves case submission, where all involved parties have the opportunity to sh...",Free mode Personal Work Creativity Random Deals Search ⌘ + K Log in Sign up,0,,released Notify me Initial release June 27,2001-06-27,2,,,https://theresanaiforthat.com/task/legal-verdicts,⚖️ Legal verdicts,https://theresanaiforthat.com/task/legal-verdicts,2026-02-20T04:13:37.476Z
18bae201e9ff0140,"Airstrip AI 1,126",https://theresanaiforthat.com/ai/airstrip-ai,,⚖️ Legal,📚 Legal advice (112); 📚; Legal advice; (112); 📝 Legal drafting (23); 📝; Legal drafting; (23); Go to ⚖️ Legal; ⚖️,,,,,,,3,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
e9c5f11c2ac79181,Aligna 334,https://theresanaiforthat.com/ai/aligna,,📝Contract reviews34,"Latch 3,665; Latch; Maigon 3,404; Maigon; ContractReader 3,256; ContractReader; Superlegal 3,228; Superlegal; Latch 3,666; Maigon 3,405; ContractReader 3,257; Superlegal 3,236",,,,,,,3,,,https://theresanaiforthat.com/task/contract-reviews,📝Contract reviews34,https://theresanaiforthat.com/task/contract-reviews,2026-02-20T04:23:07.731Z
3a4e1f5bd5d15a1f,Analytify - A GenBI Platform,https://theresanaiforthat.com/ai/analytify-a-genbi-platform?fid=3806&ref=featured,https://analytify.ai/?ref=taaft_feat,⚖️ Legal,Analytify - A GenBI Platform,,,,,,,,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal,2026-02-20T04:11:20.547Z
3233251a555fbfd9,"Apr 24, 2024",https://theresanaiforthat.com/ai/contractcrab/comment/13180,,📝Contract reviews34,"Apr 24, 2024",,,,,,,,,,https://theresanaiforthat.com/task/contract-reviews,📝Contract reviews34,https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
9df9dfffcc9941ad,Athennian AI,https://theresanaiforthat.com/ai/athennian-ai,https://base44.pxf.io/c/6540453/2477538/25619?trafcat=hp,⚖️ Legal,"Athennian AI; 46,218 AI tools for; AI tools; 11,365 tasks; tasks; and 5,192 jobs; jobs; Sponsor; Base44 💻 Vibe coding; 💻 Vibe coding; 700,114; ⌘ + K; + K; Search⌘ + K; Search; Go to 📚 Legal advice; 📚; 📝 Contract reviews (34); 📝; Contract reviews; (34); 💸 Bankruptcy (2); 💸; Bankruptcy; (2); AI Lawyer 22,740; AI Lawyer; Harvey 14,316; Harvey; Donotpay 9,070; Donotpay; Go Legal AI 5,072; Go Legal AI; AI Lawyer 22,747; Harvey 14,323; Donotpay 9,072; Go Legal AI 5,074; Oct 16, 2025; 46,248 AI tools for; 11,366 tasks; 184,782","Athennian AI is a cloud-based solution designed to revolutionize corporate governance and compliance. This tool is fundamental for entity management, providing a platform that automates data entry and ensures accuracy across records. By leveraging artificial intelligence, Athennian AI helps organiza...",Free mode Personal Work Creativity Random Deals Search ⌘ + K Log in Sign up,0,s is accurately integrated,released Notify me Initial release May 21,2001-05-21,2,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:47:44.004Z
378ba3b04f225b96,Attensira,https://theresanaiforthat.com/ai/attensira?fid=3807&ref=featured,https://attensira.com/?ref=taaft_feat,⚖️ Legal,Attensira,,,,,,,,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
f5a9a92fac6d7c1a,"Aug 12, 2023",https://theresanaiforthat.com/ai/chatlaw/comment/2492,,Legal advice,"Aug 12, 2023",,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
e03019e198dfc33e,"Aug 9, 2025",https://theresanaiforthat.com/ai/legal-eagle-1704587281/comment/405437,,Legal advice,"Aug 9, 2025",,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:45.185Z
529ea43cae600047,"Avataar's GenAI Creator 3,967",https://theresanaiforthat.com/ai/avataar-s-genai-creator,,⚖️ Legal,Go to 💼 Business; 💼; 📢 Marketing (2256); 📢; Marketing; (2256); 🔍 Industries (882); 📢 Marketing (2258); (2258); 🔍 Industries (884); 🔍 Industries (883),,,,,,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
3d45759c047e53f0,Base44 2.0,https://theresanaiforthat.com/ai/base44?fid=3075&ref=featured,https://base44.pxf.io/c/6410050/2477538/25619?trafcat=hp,⚖️ Legal,Base44 2.0; Base44; 2.0,,,,,,,2,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
96fe99039df0e5d6,Baseqore AI Contract Generator,https://theresanaiforthat.com/ai/baseqore-ai-contract-generator?fid=3228&ref=featured,https://start.baseqore.com/ai-contract-generator?ref=taaft_feat,⚖️ Legal,Baseqore AI Contract Generator,,,,,,,,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal,2026-02-20T04:11:20.547Z
35b5329620f2e685,Baseqore AI Contract Generator,https://theresanaiforthat.com/ai/baseqore-ai-contract-generator?fid=3228,https://start.baseqore.com/ai-contract-generator?ref=taaft_feat,⚖️ Legal,Baseqore AI Contract Generator,,,,,,,,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/contracts,2026-02-20T04:16:36.867Z
c6aa6d853c6aa15b,biela.dev v1.0.3,https://theresanaiforthat.com/ai/biela-dev?fid=3373&ref=featured,https://biela.dev/?ref=taaft_feat,⚖️ Legal,biela.dev v1.0.3; biela.dev; v1.0.3,,,,,,,0.3,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal,2026-02-20T04:11:20.547Z
1596231684728494,"BigTeam 2,505",https://theresanaiforthat.com/ai/bigteam,,⚖️ Legal,Go to 💼 Business; 💼; 📢 Marketing (2256); 📢; Marketing; (2256); 🔍 Industries (882); 📢 Marketing (2258); (2258); 🔍 Industries (884); 🔍 Industries (883),,,,,,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
29c111a2b30fddb1,"Bika.ai 35,901",https://theresanaiforthat.com/ai/bika-ai,,⚖️ Legal,Go to 💼 Business; 💼; 📢 Marketing (2256); 📢; Marketing; (2256); 🔍 Industries (882); 📢 Marketing (2258); (2258); 🔍 Industries (884); 🔍 Industries (883),,,,,,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
9ddec43a42966bf6,"BRYTER Extract 1,516",https://theresanaiforthat.com/ai/bryter-extract,,📝Contract reviews34,"Latch 3,665; Latch; Maigon 3,404; Maigon; ContractReader 3,256; ContractReader; Superlegal 3,228; Superlegal; Latch 3,666; Maigon 3,405; ContractReader 3,257; Superlegal 3,236; BRYTER Extract",,,,,,,3,,,https://theresanaiforthat.com/task/contract-reviews,📝Contract reviews34,https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
34848da9951f8793,Business Contract Analyzer,https://theresanaiforthat.com/gpt/business-contract-analyzer,https://chat.openai.com/g/g-UGAw5ZABB-business-contract-analyzer?ref=taaft,📝Contract reviews34,Business Contract Analyzer,,,,,,,,,,https://theresanaiforthat.com/task/contract-reviews,📝Contract reviews34,https://theresanaiforthat.com/task/contract-reviews,2026-02-20T04:22:55.242Z
9e86f584f7fd58a5,Business Cooperation Agreement Draft Expert 300,https://theresanaiforthat.com/gpt/business-cooperation-agreement-draft-expert,,📄 Legal documents drafting,"🔒 Privacy policy drafting (5); 🔒; Privacy policy drafting; (5); Robot Lawyer 15,449; Robot Lawyer; Spellbook 14,028; Spellbook",,,,,,,5,,,https://theresanaiforthat.com/task/legal-documents-drafting,📄 Legal documents drafting,https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/legal-drafting,2026-02-20T04:21:27.856Z
d94ab1b04412a615,CA Revocable Trust Wizard 145,https://theresanaiforthat.com/gpt/ca-revocable-trust-wizard,,📄 Legal documents drafting,"🔒 Privacy policy drafting (5); 🔒; Privacy policy drafting; (5); Robot Lawyer 15,449; Robot Lawyer; Spellbook 14,028; Spellbook",,,,,,,5,,,https://theresanaiforthat.com/task/legal-documents-drafting,📄 Legal documents drafting,https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/legal-drafting,2026-02-20T04:21:27.856Z
0067ceabfd8f0839,California Property Guide 120,https://theresanaiforthat.com/gpt/california-property-guide,https://base44.pxf.io/c/6540453/2477538/25619?trafcat=hp,Real estate legal advice3 0,"USA Real Estate Law Master 293; USA Real Estate Law Master; PropertyPro JA 133; PropertyPro JA; California Property Guide 120; California Property Guide; 46,218 AI tools for; AI tools; 11,365 tasks; tasks; and 5,192 jobs; jobs; Sponsor; Base44 💻 Vibe coding; 💻 Vibe coding; 655,270; ⌘ + K; + K; Search⌘ + K; Search",The 'California Property Guide' is a Generative Pre-trained Transformer (GPT) that facilitates understanding of California's ADU (Accessory Dwelling Units) and SB9 property law. It serves as a knowledge hub delivering insights and responding to inquiries regarding these two key proper...,Free mode Personal Work Creativity Random Deals Search ⌘ + K Log in Sign up,0,,released Notify me Initial release October 17,2001-10-17,3,,,https://theresanaiforthat.com/task/real-estate-legal-advice,Real estate legal advice3 0,https://theresanaiforthat.com/task/real-estate-legal-advice,2026-02-20T04:56:48.741Z
da6ff3b92bbacdb6,"Calk AI 1,185",https://theresanaiforthat.com/ai/calk-ai,,⚖️ Legal,Go to 💼 Business; 💼; 📢 Marketing (2256); 📢; Marketing; (2256); 🔍 Industries (882); 📢 Marketing (2258); (2258); 🔍 Industries (884); 🔍 Industries (883),,,,,,,0,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/patents; https://theresanaiforthat.com/task/contracts; https://theresanaiforthat.com/task/legal-documents-drafting; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-drafting; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-documents-review; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/contract-law-advice; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:53.049Z
6e9d1cd982510401,Cameo - JuraGPT,https://theresanaiforthat.com/gpt/cameo-juragpt,https://chat.openai.com/g/g-lHWfm2BIz-cameo-juragpt?ref=taaft,Legal advice,Cameo - JuraGPT,,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:46.618Z
377799820eeea2fe,CapGaps - Slash Your Tech Stack Costs by 40-50%,https://theresanaiforthat.com/ai/capgaps?fid=3486&ref=featured,https://capgaps.leania.ai/?ref=taaft_feat,⚖️ Legal,,,,,,,,,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/compliance; https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:44.241Z
af8dd1aec04edab2,Case Aide 245,https://theresanaiforthat.com/gpt/case-aide,,🔍 Legal research,"Legal Data Tech 1,288; Legal Data Tech; vLex 698; vLex; Legal Research Companion 423; Legal Research Companion; Trial Preparation 393; Trial Preparation",,,,,,,1,,,https://theresanaiforthat.com/task/legal-research,🔍 Legal research,https://theresanaiforthat.com/task/legal-research,2026-02-20T04:26:17.297Z
7330a0fe30434a61,CaseOdds.ai,https://theresanaiforthat.com/ai/caseodds-ai,https://caseodds.ai/?ref=taaft,⚖️ Legal,"CaseOdds.ai; Released; 1mo ago; 100% Free; 71845; 718; 45; Go to 📚 Legal advice; 📚; 📝 Contract reviews (34); 📝; Contract reviews; (34); 💸 Bankruptcy (2); 💸; Bankruptcy; (2); AI Lawyer 22,740; AI Lawyer; Harvey 14,316; Harvey; Donotpay 9,070; Donotpay; Go Legal AI 5,072; Go Legal AI; AI Lawyer 22,747; Harvey 14,323; Donotpay 9,072; Go Legal AI 5,074; 46,214 AI tools for; AI tools; 11,365 tasks; tasks; and 5,192 jobs; jobs; Sponsor; Base44 💻 Vibe coding; 💻 Vibe coding; 634,306; ⌘ + K; + K; Search⌘ + K; Search",CaseOdds.ai is an AI tool designed to assist in the domain of legal analysis by predicting the likely outcomes of court cases. The software operates through the processing of various case-related documents and details provided by the user about a particular situation. The AI tool uses machine learni...,Free 71845,0,,Released 1mo ago 100% Free 71845,2001-12-24,2,,,https://theresanaiforthat.com/task/legal,⚖️ Legal,https://theresanaiforthat.com/task/legal; https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/contract-reviews; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/legal-advice; https://theresanaiforthat.com/task/litigation-advice; https://theresanaiforthat.com/task/tech-legal-advice,2026-02-20T04:57:51.048Z
341566e58ce35f95,CaseOdds.ai,https://theresanaiforthat.com/ai/caseodds-ai?fid=3810,https://caseodds.ai/?ref=taaft_feat,⚖️ Legal verdicts,CaseOdds.ai,,,,,,,,,,https://theresanaiforthat.com/task/legal-verdicts,⚖️ Legal verdicts,https://theresanaiforthat.com/task/legal-verdicts; https://theresanaiforthat.com/task/legal-research; https://theresanaiforthat.com/task/legal-advice; https://theresanaiforthat.com/task/litigation-advice; https://theresanaiforthat.com/task/tech-legal-advice,2026-02-20T04:57:51.048Z
73037feb94af0d86,Cdigo Penal - GPT - Chile,https://theresanaiforthat.com/gpt/cdigo-penal-gpt-chile,https://chat.openai.com/g/g-ATW7rWh5D-codigo-penal-gpt-chile?ref=taaft,Legal advice,Cdigo Penal - GPT - Chile,,,,,,,,,,https://theresanaiforthat.com/task/legal-advice,Legal advice,https://theresanaiforthat.com/task/legal-advice,2026-02-20T04:46:45.185Z
e2a15cab5af82742,Chambers 243,https://theresanaiforthat.com/gpt/chambers,,🔍 Legal research,"Legal Data Tech 1,288; Legal Data Tech; vLex 698; vLex; Legal Research Companion 423; Legal Research Companion; Trial Preparation 393; Trial Preparation",,,,,,,1,,,https://theresanaiforthat.com/task/legal-research,🔍 Legal research,https://theresanaiforthat.com/task/legal-research,2026-02-20T04:26:17.297Z
